År;Månad;Företag;M;L (FP);C;KD;S;V;MP;SD;Övriga;M FP C KD (1);S V MP (2);(1) - (2);Osäkra;Publicerad;Intervjperiod;Intervjuer (Bas);FI;PP;Intervjuer (Totalt);
2010;Januari;Skop;28,9;9,3;4,7;3,4;31,1;6,4;10,9;3,2;2,1;46,3;48,4;-2,1;;1 jan;9-30 dec;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2009;December;Sentio Research;28,2;6,3;4,9;4,6;32;5,5;10,8;5,9;1,8;44,0;48,3;-4,3;;30 dec;1-23 dec;2 821;;1,7;;
2009;December;United Minds;25,0;7;5,5;4,1;31,4;5,7;10,7;7,1;3,6;41,6;47,8;-6,2;;22 dec;28 nov-21 dec;1 020;;;;
2009;December;Novus;25,9;7,4;5,5;3,7;34,2;6,4;10,9;4,9;1,2;42,5;51,5;-9,0;12,8;20 dec;1-14 dec;2 000;;0,7;;
2009;December;Synovate;26,7;6,7;4,9;4,7;34,3;5,3;9,8;5,3;2,4;43,0;49,4;-6,4;20,3;17 dec;2-16 dec;2 221;;~1,0;;
2009;December;Sifo;25,1;6,8;5,2;3,7;36,7;5,2;10,3;5,1;2;40,8;52,2;-11,4;14,2;13 dec;30 nov-10 dec;1 901;;;;
2009;December;SCB;26,2;6,5;5;4,8;36,5;5,1;8,4;5,1;2,4;42,5;50,0;-7,5;;10 dec;28 okt-25 nov;6 398;;;;
2009;December;Skop;28,0;7,8;6,8;5,0;32,8;4,9;9,6;4,1;1;47,6;47,3;0,3;;5 dec;3-30 nov;1 100;;;;
2009;December;Demoskop;25,3;8,9;5,6;4,5;34,8;5,9;9,7;3,5;1,8;44,3;50,4;-6,1;10,1;4 dec;27 nov-2 dec;1 011;;;;
;;;;;;;;;;;;;;;;;;;;;;
2009;November;Synovate;30,2;6,2;4,9;4,1;35,0;4,6;9,1;4,7;1,2;45,4;48,7;-3,3;19,4;27 nov;11-25 nov;1 972;;;;
2009;November;United Minds;27,4;6,8;4,4;3,7;29,7;6,9;10,4;5,7;5;42,3;47,0;-4,7;;24 nov;26 okt - 23 nov;1 166;;2,5;;
2009;November;Novus;28,2;6,6;5,5;4,7;33,4;5,7;8,9;5,4;1,6;45,0;48,0;-3,0;11,5;19 nov;3-16 nov;2 000;;0,9;;
2009;November;Sentio Research;28,4;6,0;4,3;5,0;31,5;5,5;9,3;7,2;2,8;43,7;46,3;-2,6;;18 nov;3-15 nov;2 883;;;;
2009;November;Sifo;28,5;7,0;4,5;4,0;33,3;5,9;9,7;5,8;1,4;44,0;48,9;-4,9;14,1;15 nov;2-12 nov;1 894;;;;
2009;November;Demoskop;29,3;7,1;4,5;3,8;33,9;6,4;9,4;4,4;1,2;44,7;49,7;-5,0;11,0;9 nov;28 okt - 4 nov;1 004;;;;
2009;November;Skop;28,9;7,7;5,5;4,7;33,5;4,3;8,6;4,4;2,4;46,8;46,4;0,4;;4 nov;11 okt - 3 nov;1 100;;;;
;;;;;;;;;;;;;;;;;;;;;;
2009;Oktober;Synovate;29,0;7,8;5,0;4,7;34,6;4,8;7,8;3,9;2,4;46,5;47,2;-0,7;20,0;28 okt;5-26 okt;2 623;;1,5;;
2009;Oktober;United Minds;26,6;5,9;4,6;4,2;33,7;5,7;8,6;6,0;4,6;41,3;48,0;-6,7;;27 okt;5-25 okt;1 878;;2,1;;
2009;Oktober;Novus;26,9;6,8;6,2;4,3;36,4;4,7;8,6;4,0;2,1;44,2;49,7;-5,5;14,1;22 okt;6-19 okt;1 941;;0,9;;
2009;Oktober;Sifo;29,2;6,3;4,6;4,3;35,7;5,9;7,6;4,7;1,8;44,4;49,2;-4,8;12,6;18 okt;5-15 okt;1 907;;;;
2009;Oktober;Skop;28,4;8,4;5,9;5,1;32,9;5,3;8,9;3,6;1,7;47,8;47,1;0,7;;18 okt;10 sept - 9 okt;1 793;;;;
2009;Oktober;Demoskop;27,2;7,5;5,5;3,7;35,5;6,5;8,8;3,7;1,6;43,9;50,8;-6,9;12,6;10 okt;30 sept - 7 okt;1 005;;;;
2009;Oktober;United Minds;25,3;7,9;6,3;4,5;32,6;6,1;7,9;5,6;3,8;44,0;46,6;-2,6;11,3;6 okt;8 sept - 5 okt;1 114;;2,3;;
;;;;;;;;;;;;;;;;;;;;;;
2009;September;Synovate;29,8;6,0;5,1;4,2;34,0;6,8;8,0;3,7;2,3;45,1;48,8;-3,7;18,1;19 sept;2 - 16 sept;2 197;;;;
2009;September;Novus;27,2;6,3;5,8;4,2;34,9;5,9;8,7;4,2;2,6;43,5;49,5;-6,0;12,1;17 sept;1 - 14 sept;2 000;;1,8;;
2009;September;Skop;28,9;9,2;5,9;5,7;31,8;5,0;9,1;2,4;2,3;49,7;45,9;3,8;6,0;13 sept;12 aug - 4 sept;1 136;;2,5;;
2009;September;Sifo;29,0;7,3;5,0;3,7;34,0;5,5;8,9;3,9;2,7;45,0;48,4;-3,4;11,8;13 sept;31 aug - 10 sept;1 895;;1,6;;
2009;September;United Minds;25,3;7,0;5,0;4,6;31,6;6,4;8,7;5,3;6,1;41,9;46,7;-4,8;12,1;8 sept;12 aug - 6 sept;3 110;;3,1;;
2009;September;Demoskop;27,8;8,6;4,6;4,1;36,6;5,1;7,8;4,4;1,1;45,1;49,5;-4,4;14,4;3 sept;26 aug - 2 sept;1 007;;;;
;;;;;;;;;;;;;;;;;;;;;;
2009;Augusti;Synovate;26,7;8,4;5,5;4,4;36,3;5,3;8,1;3,2;2,1;45,0;49,7;-4,7;21,6;26 juni;17 - 26 aug;1 941;;1-1,5;;
2009;Augusti;Novus;25,5;7,8;6,3;4,6;33,7;5,9;9,0;4,6;2,7;44,2;48,6;-4,4;14,5;27 aug;11 - 24 aug;2 000;;1,7;;
2009;Augusti;Sifo;27,6;6,8;6,1;4,7;32,8;6,1;9,2;4,2;2,5;45,2;48,1;-2,9;12,8;23 aug;10 - 20 aug;1 911;;1,6;;
2009;Augusti;Skop;29,5;7,2;6,1;4,7;31,6;6,0;8,6;3,1;3,1;47,5;46,2;1,3;8,0;13 aug;27 juli - 11 aug;1 132;;2,5;;
2009;Augusti;United Minds;26,3;7,6;4,6;3,6;29,5;7,4;9,8;5,6;5,5;42,1;46,7;-4,6;11,9;13 aug;18 juli - 12 aug;1 066;;2,9;;
2009;Augusti;Demoskop;28,0;9,4;7,1;2,7;32,1;7,4;9,5;1,7;2;47,2;49,0;-1,8;12,7;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2009;Juli;Skop;27,5;10,1;4,5;6,1;31,9;6,0;9,0;3,3;1,7;48,2;46,9;1,3;;20 juli;11 juni - 7 juli;1 100;;;;
2009;Juli;United Minds;26,8;6,5;4,5;4,0;31,4;6,7;10,0;4,1;6;41,8;48,1;-6,3;9,4;19 juli;24 juni -17 juli;1 914;;4,2;;
2009;Juli;Demoskop;26,7;9,1;4,7;3,7;33,3;5,5;9,3;4,0;3,7;44,2;48,1;-3,9;15,7;3 juli;24 juni - 1 juli;1 009;;;;
;;;;;;;;;;;;;;;;;;;;;;
2009;Juni;Synovate;28,1;7,8;5,4;4,0;34,0;5,4;8,0;3,3;4,1;45,3;47,4;-2,1;18,2;26 juni;9 - 23 juni;2 289;;2-3;;
2009;Juni;Novus;24,4;7,9;5,3;4,5;34,3;5,8;9,5;3,5;4,9;42,1;49,6;-7,5;12,0;25 juni;9 - 22 juni;2 000;;2,4;;
2009;Juni;United Minds;24,0;7,6;5,5;3,8;32,0;5,7;10,5;4,7;6;40,9;48,2;-7,3;5,0;23 juni;8 - 22 juni;2 069;;3,9;;
2009;Juni;SCB;29,9;5,5;5,5;4,3;36,6;5,7;6,0;3,0;3,4;45,2;48,3;-3,1;;17 juni;28 april - 1 juni;6 506;;2,6;;
2009;Juni;Sifo;28,2;8,8;5,0;4,2;32,8;5,2;8,5;3,1;4,2;46,2;46,5;-0,3;13,5;14 juni;1-11 juni;1 897;;2,7;;
2009;Juni;Demoskop;33,1;6,6;4,8;5,0;33,6;5,2;5,5;4,5;1,8;49,5;44,3;5,2;11,9;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2009;Maj;Skop;31,6;6,4;5,0;4,5;33,4;5,3;7,8;3,8;2,2;47,5;46,5;1,0;9,0;29 maj;4 - 19 maj;1 177;;;;
2009;Maj;Synovate;29,3;6,8;6,1;4,5;33,7;7,0;6,5;3,6;2,6;46,7;47,2;-0,5;21,1;29 maj;7 - 27 maj;2 441;;;;
2009;Maj;United Minds;28,0;6,7;5,3;4,8;31,1;6,7;9,0;4,6;3,9;44,8;46,8;-2,0;4,2;26 maj;28 april - 25 maj;1 064;;3,0;;
2009;Maj;Novus;29,5;6,5;5,4;4,3;34,6;7,4;7,3;2,6;2,4;45,7;49,3;-3,6;14,9;23 maj;5 - 18 maj;2 035;;;;
2009;Maj;Sifo;28,8;6,4;5,8;4,1;34,8;5,8;8,1;3,0;3,3;45,1;48,7;-3,6;16,2;17 maj;4 - 14 maj;1 898;;;;
2009;Maj;Demoskop;34,5;5,4;4,3;3,7;34,2;6,1;6,6;3,4;1,7;47,9;46,9;1,0;15,0;9 maj;29 april - 6 maj;1 007;;;;
2009;Maj;Novus;29,6;5,2;5,4;4,5;35,0;7,3;6,7;4,4;1,9;44,7;49,0;-4,3;12,5;1 maj;14-27 april;1 942;;;;
;;;;;;;;;;;;;;;;;;;;;;
2009;April;Synovate;32,1;5,6;5,7;3,8;33,5;7,3;6,4;3,6;2,1;47,2;47,2;0,0;21,1;24 april;7 - 22 april;2 666;;;;
2009;April;Skop;33,2;6,5;7,0;3,9;33,8;6,7;5,0;3,2;0,6;50,6;45,5;5,1;8,0;19 april;1 - 18 april;1 092;;;;
2009;April;Sifo;30,6;6,8;5,8;4,1;34,6;5,3;8,6;2,8;1,5;47,3;48,5;-1,2;12,5;19 april;6 - 16 april;1 914;;;;
2009;April;Skop;33,4;6,0;6,1;3,3;33,9;5,6;6,7;3,6;1,5;48,8;46,2;2,6;7,0;4 april;26 febr-1 april;1 076;;;;
2009;April;Demoskop;35,5;7,3;3,4;3,8;30,9;6,8;7,5;4,2;0,6;50,0;45,2;4,8;14,2;4 april;25 mars - 2 april;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2009;Mars;Synovate;29,3;6,8;5,7;4,2;37,5;7,0;5,1;3,3;1,1;46,0;49,6;-3,6;17,1;28 mars;10-25 mars;2 475;;;;
2009;Mars;Novus;29,3;6,1;5,4;4,7;36,2;6,7;6,1;4,0;1,6;45,5;49,0;-3,5;9,8;21 mars;3-16 mars;2 000;;;;
2009;Mars;Sifo;31,1;5,6;6,3;3,3;37,5;5,5;6,6;2,6;1,4;46,3;49,6;-3,3;14,1;15 mars;2 - 12 mars;1 909;;;;
2009;Mars;Demoskop;26,5;8,4;6,0;3,6;39,5;7,2;6,0;2,1;0,7;44,5;52,7;-8,2;14,2;11 mars;25 febr-3 mars;1 004;;;;
;;;;;;;;;;;;;;;;;;;;;;
2009;Februari;Synovate;28,8;7,1;5,2;4,9;38,1;5,6;6,3;2,9;1;46,0;50,0;-4,0;20,5;28-feb;10-25 febr;2 480;;;;
2009;Februari;Skop;27,5;7,3;7,1;4,5;35,5;6,2;7,2;2,7;2,1;46,4;48,9;-2,5;8,0;23-feb;25 jan - 19 febr;1 092;;;;
2009;Februari;Novus;27,3;7,2;5,3;3,4;36,7;6,4;7,5;4,1;2;43,2;50,6;-7,4;11,4;21-feb;3-16 febr;2 000;;;;
2009;Februari;Sifo;26,2;7,7;5,9;4,3;37,9;5,6;7,7;3,5;1,2;44,1;51,2;-7,1;16,1;15-feb;2 - 12 febr;1 915;;;;
2009;Februari;Demoskop;29,0;6,5;5,0;4,2;40,2;5,2;6,6;2,3;1,1;44,7;52,0;-7,3;12,3;08-feb;28 jan - 4 febr;1 001;;;;
;;;;;;;;;;;;;;;;;;;;;;
2009;Januari;Synovate;26,8;5,9;6,0;4,1;40,1;6,0;6,0;3,7;1,3;42,8;52,1;-9,3;18,5;30 jan;13-28 jan;2 686;;;;
2009;Januari;Sifo;27,3;6,7;5,9;4,4;37,7;5,7;6,6;4,3;1,5;44,3;50,0;-5,7;15,8;25 jan;12-22 jan;1 900;;;;
2009;Januari;Sentio;25,4;6,5;5,5;3,8;40,3;6,1;7,3;2,2;3,1;41,2;53,7;-12,5;;24 jan;6-18 jan;1 930;;;;
2009;Januari;Novus;25,5;6,1;5,7;5,1;38,8;6,7;7,6;3,0;1,6;42,4;53,1;-10,7;12,6;24 jan;6-19 jan;2 000;;;;
2009;Januari;Demoskop;31,5;6,1;5,2;2,5;38,1;6,8;6,6;2,5;0,6;45,3;51,5;-6,2;14,8;11 jan;2-8 jan;1 009;;;;
2009;Januari;Skop;27,1;6,9;6,3;4,3;36,4;6,2;7,3;3,4;2,2;44,6;49,9;-5,3;9,0;11 jan;11 dec-7 jan;1 002;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;December;Novus;27,9;5,8;6,2;4,2;37,8;7,2;7,3;2,3;1,4;44,1;52,3;-8,2;9,6;25 dec;2-15 dec;2 000;;;;
2008;December;Synovate;26,7;6,5;5,9;4,5;40,0;7,2;5,6;2,6;0,9;43,6;52,8;-9,2;19,9;20 dec;8 - 17 dec;1 688;;;;
2008;December;Sifo;27,2;7,1;5,5;4,0;37,1;6,5;7,4;4,5;0,8;43,8;51,0;-7,2;15,1;14 dec;1-11 dec;1 896;;;;
2008;December;SCB;24,8;6,0;5,9;4,6;42,3;5,7;6,1;3,2;1,5;41,3;54,1;-12,8;;10 dec;27 okt --24 nov;6 900;;;;
2008;December;Demoskop;29,1;6,8;4,0;3,2;39,7;7,7;6,3;2,3;1;43,1;53,7;-10,6;11,9;7 dec;26 nov - 3 dec;1 011;;;;
2008;December;Skop;26,1;7,6;7,3;5,9;37,4;5,4;7,2;2,6;0,6;46,9;50,0;-3,1;6,0;1 dec;27 okt - 26 nov;1 055;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;November;Synovate;25,2;5,5;5,7;4,4;42,3;5,3;6,5;3,6;1,5;40,8;54,1;-13,3;18,6;28 nov;10 - 26 nov;2 672;;;;
2008;November;Novus;25,5;7,3;5,3;4,3;37,2;6,6;7,7;4,1;2;42,4;51,5;-9,1;9,8;22 nov;4-17 nov;2 000;;;;
2008;November;Sifo;25,8;6,9;6,3;4,2;39,6;4,7;7,5;4,2;0,8;43,2;51,8;-8,6;13,7;16 nov;3 - 13 nov;1 895;;;;
2008;November;Skop;23,6;7,3;6,8;5,5;36,8;7,7;6,2;4,7;1,5;43,2;50,7;-7,5;7,0;7 nov;22 sept - 26 okt;1 082;;;;
2008;November;Demoskop;29,0;6,4;5,4;4,4;39,1;5,7;5,7;3,4;0,9;45,2;50,5;-5,3;11,9;7 nov;29 okt - 4 nov;1 006;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;Oktober;Synovate;26,1;7,3;5,6;3,3;39,5;7,4;7,3;2,3;1,2;42,3;54,2;-11,9;19,6;31 okt;14-29 okt;2 449;;;;
2008;Oktober;Sifo;24,6;6,2;6,7;4,1;42,5;5,4;6,4;3,5;0,7;41,6;54,3;-12,7;13,9;19 okt;6-16 ookt;1 889;;;;
2008;Oktober;Novus;22,8;6,2;5,5;4,3;40,8;6,1;6,4;3,8;4;38,8;53,3;-14,5;10,4;18 okt;30 sept - 13 okt;2 000;;;;
2008;Oktober;Synovate;24,0;6,6;7,0;3,7;42,5;5,9;5,6;3,4;1,3;41,3;54,0;-12,7;19,1;18 okt;29 sept - 16 okt;2 954;;;;
2008;Oktober;Demoskop;28,4;4,9;4,5;3,2;44,9;4,3;4,8;4,5;0,5;41,0;54,0;-13,0;14,3;7 okt;24 sept - 1 okt;1 002;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;September;Synovate;21,6;6,5;6,1;3,7;45,7;5,1;6,2;3,8;1,2;37,9;57,0;-19,1;19,3;26 sept;8 - 24 sept;2 694;;;;
2008;September;Skop;22,4;8,3;7,6;5,3;40,2;5,6;6,3;3,7;0,5;43,6;52,1;-8,5;5,0;15 sept;18 aug - 10 sept;1 176;;;;
2008;September;Sifo;21,2;7,5;6,0;4,9;42,5;5,6;6,4;4,4;1,5;39,6;54,5;-14,9;13,6;14 sept;1 - 11 sept;1 905;;;;
2008;September;Demoskop;24,1;8,1;4,5;3,2;45,6;6,2;5,6;2,1;0,6;39,9;57,4;-17,5;12,7;12 sept;27 aug - 3 sept;1 009;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;Augusti;Novus;21,3;6,7;6,2;4,9;42,4;5,9;6,6;3,7;2,2;39,1;54,9;-15,8;13,2;31 aug;12-26 aug;2 000;;;;
2008;Augusti;Synovate;22,4;6,8;6,2;3,3;45,4;5,3;5,8;3,3;1,5;38,7;56,5;-17,8;18,9;29 aug;18-27 aug;1 706;;;;
2008;Augusti;Sifo;22,2;6,8;6,7;5,0;42,8;5,1;5,5;4,4;1,5;40,7;53,4;-12,7;16,6;24 aug;11 - 21 aug;1 908;;;;
2008;Augusti;Sentio;21,2;5,9;4,9;3,7;42,2;6,6;6,4;5,5;3,6;35,7;55,2;-19,5;;5 aug;15 - 20 juli;1 000;;;;
2008;Augusti;Demoskop;25,1;7,6;5,0;3,3;40,8;6,4;7,7;3,1;1;41,0;54,9;-13,9;14,3;;;1 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;Juli;Skop;23,0;7,5;6,9;5,5;38,9;5,6;7,2;4,0;1,4;42,9;51,7;-8,8;7,0;16 juli;16 juni - 12 juli;;;;;
2008;Juli;Demoskop;24,4;6,3;5,4;3,1;43,5;5,8;6,9;2,6;1,9;39,2;56,2;-17,0;12,7;2 juli;25 juni - 1 juli;1 010;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;Juni;Skop;26,2;7,5;6,5;5,5;36,8;6,8;7,2;2,5;1;45,7;50,8;-5,1;4,0;24 juni;15 maj - 14 juni;1 114;;;;
2008;Juni;Synovate;22,4;6,4;6,2;4,4;43,9;6,2;5,6;3,9;0,9;39,4;55,7;-16,3;19,8;23 juni;4-17 juni;2 864;;;;
2008;Juni;Novus;21,1;6,4;6,3;4,2;42,8;6,5;6,5;4,2;2;38,0;55,8;-17,8;11,4;;;;;;;
2008;Juni;Sifo;22,6;7,7;5,5;4,4;41,6;5,4;6,6;4,2;2,1;40,2;53,6;-13,4;14,8;15 juni;2 - 12 juni;1 888;;;;
2008;Juni;SCB;22,4;6,8;6,2;4,6;44,7;5,1;5,9;2,8;1,4;40,0;55,7;-15,7;;11 juni;28 april - 25 juni;6 822;;;;
2008;Juni;Demoskop;22,0;7,7;6,3;4,5;44,4;4,6;6,8;2,5;1,3;40,5;55,8;-15,3;14,1;8 juni;28 maj - 4 juni;1 001;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;Maj;Synovate;21,9;6,8;6,5;4,2;44,1;5,6;6,3;2,9;1,8;39,4;56,0;-16,6;17,8;31 maj;12 - 28 maj;2 698;;;;
2008;Maj;Sifo;22,1;7,0;6,5;5,6;43,6;5,1;5,6;3,4;1,3;41,2;54,3;-13,1;15,1;18 maj;5 - 15 maj;1 897;;;;
2008;Maj;Skop;24,8;8,3;6,7;5,3;38,8;5,6;6,8;2,9;0,9;45,1;51,2;-6,1;7,0;17 maj;15 april - 14 maj;1 125;;;;
2008;Maj;Demoskop;21,9;6,3;6,0;3,8;44,1;5,9;6,8;4,2;1;38,0;56,8;-18,8;13,0;9 maj;29 april - 6 maj;1 008;;;;
2008;Maj;Novus;21,3;7,9;5,9;4,6;42,5;5,5;6,0;3,3;3;39,7;54,0;-14,3;10,1;2 maj;14-27 april;2 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;April;Synovate;22,0;7,8;5,8;4,7;44,8;6,0;5,6;2,9;0,5;40,3;56,4;-16,1;17,3;25 april;10-23 april;1 959;;;;
2008;April;Sifo;22,8;6,9;6,7;4,8;41,4;6,7;6,6;2,9;1,2;41,2;54,7;-13,5;14,1;13 april;31 mars - 10 april;1 917;;;;
2008;April;Skop;24,3;7,0;7,5;5,7;38,8;4,4;6,3;3,2;2,7;44,5;49,5;-5,0;6,0;6 april;1 mars - 4 april;1 066;;;;
2008;April;Demoskop;26,1;6,8;5,0;3,3;43,4;3,9;7,4;3,1;1;41,2;54,7;-13,5;13,4;6 april;26 mars - 2 april;1 001;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;Mars;Synovate;24,5;6,8;6,3;4,0;42,5;6,1;6,2;2,0;1,5;41,6;54,8;-13,2;18,8;29 mars;13-26 mars;1 961;;;;
2008;Mars;Novus;21,3;6,3;6,8;4,3;42,0;4,5;6,5;3,6;4,7;38,7;53,0;-14,3;9,9;;10-23 marts;2 000;;;;
2008;Mars;Sifo;22,0;7,6;5,8;4,5;43,3;5,7;7,0;3,7;0,6;39,9;56,0;-16,1;14,6;16 mars;3-13 mars;1 919;;;;
2008;Mars;Demoskop;23,1;8,3;6,3;3,2;44,4;3,3;7,7;2,5;1,2;40,9;55,4;-14,5;10,4;10 mars;27 febr - 5 mars;1 003;;;;
2008;Mars;Novus;21,4;6,7;6,2;4,1;43,7;5,6;5,8;3,3;3,2;38,4;55,1;-16,7;10,2;1 mars;11-24 febr;2 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;Februari;Synovate;22,6;7,8;6,8;3,0;43,7;5,1;6,4;3,0;1,5;40,2;55,2;-15,0;17,0;29 feb;14-27 febr;1 962;;;;
2008;Februari;Sifo;21,4;6,6;6,0;4,2;45,5;5,5;6,6;2,9;1,3;38,2;57,6;-19,4;15,5;17-feb;4-14 febr;1 905;;;;
2008;Februari;Skop;23,5;8,8;6,7;5,4;40,7;5,4;6,0;2,8;0,7;44,4;52,1;-7,7;10,0;14-feb;21 jan - 13 febr;1 024;;;;
2008;Februari;Demoskop;25,1;5,8;6,3;3,9;43,6;5,6;5,7;3,2;0,9;41,1;54,9;-13,8;11,4;10-feb;30 jan-6 febr;1 007;;;;
2008;Februari;Novus;21,4;6,7;6,2;4,1;43,7;5,6;5,8;2,8;3,7;38,4;55,1;-16,7;10,2;;;;;;;
2008;Februari;Sentio;19,0;6,5;5,1;4,4;46,2;6,1;5,9;3,4;3,4;35,0;58,2;-23,2;20,1;02-feb;3-17 dec;1 900;;;;
;;;;;;;;;;;;;;;;;;;;;;
2008;Januari;Synovate;21,7;6,9;5,9;3,4;46,8;5,6;6,0;2,1;1,5;37,9;58,4;-20,5;18,9;25 jan;10-23 jan;2 000;;;;
2008;Januari;Novus;20,4;6,7;6,3;4,1;43,6;6,3;6,1;3,1;3,4;37,5;56,0;-18,5;11,9;;;;;;;
2008;Januari;Sifo;20,4;7,4;6,8;5,3;43,1;6,0;7,2;2,9;0,9;39,9;56,3;-16,4;15,6;20 jan;7-17 jan;1 906;;;;
2008;Januari;Demoskop;20,7;9,3;5,6;3,0;44,3;5,8;7,5;2,8;1;38,6;57,6;-19,0;9,2;13 jan;2 - 9 jan;1 015;;;;
2008;Januari;Skop;23,9;7,3;6,7;4,7;40,4;5,6;6,2;3,7;1,4;42,6;52,2;-9,6;7,0;7 jan;1 - 28 dec;1 018;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;December;Synovate;21,8;6,6;6,5;4,2;46,7;4,8;5,6;2,9;1;39,1;57,1;-18,0;17,4;22 dec;10-18 dec;1 467;;;;
2007;December;Novus;21,9;5,9;6,1;4,0;43,6;5,9;6,6;3,4;2,5;37,9;56,1;-18,2;11,6;;;;;;;
2007;December;Sentio;20,8;5,2;4,7;4,0;47,1;5,2;6,3;3,3;3,3;34,7;58,6;-23,9;20,3;20 dec;3-17 dec;1 900;;;;
2007;December;Sifo;22,6;7,4;7,1;4,2;44,1;5,3;5,6;3,1;0,7;41,3;55,0;-13,7;15,0;16 dec;3-13 dec;1 898;;;;
2007;December;Demoskop;25,9;7,3;6,2;3,9;41,8;4,2;7,0;3,1;0,7;43,3;53,0;-9,7;11,5;10 dec;29 nov - 6 dec;1 005;;;;
2007;December;SCB;22,6;6,5;6,2;4,6;45,9;5,1;5,2;;3,9;39,9;56,2;-16,3;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;November;Synovate;21,6;6,6;6,0;4,4;46,2;5,0;6,0;2,8;1,2;38,6;57,2;-18,6;16,4;30 nov;14-28 nov;2 230;;;;
2007;November;Novus;20,3;7,0;6,5;4,4;43,0;6,1;6,4;3,4;2,8;38,2;55,5;-17,3;12,0;;;;;;;
2007;November;Sifo;21,1;7,5;7,6;5,0;42,8;4,9;6,7;3,4;1;41,2;54,4;-13,2;14,6;18 nov;5 - 15 nov;1 895;;;;
2007;November;Demoskop;23,8;8,6;6,2;3,0;43,3;5,5;6,7;2,3;0,7;41,6;55,5;-13,9;12,3;14 nov;31 okt - 8 nov;1 037;;;;
2007;November;Skop;22,9;8,8;8,3;4,7;39,1;5,8;6,8;2,8;0,8;44,7;51,7;-7,0;8,0;12 nov;17 okt - 5 nov;1 012;;;;
2007;November;Synovate;23,1;7,2;5,5;4,7;43,7;5,1;6,8;2,3;1,6;40,5;55,6;-15,1;19,0;7 nov;24 okt - 5 nov;1 701;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;Oktober;Synovate;23,4;6,7;6,1;4,0;44,3;5,6;5,3;3,2;1,4;40,2;55,2;-15,0;15,0;26 okt;8 - 23 okt;2 479;;;;
2007;Oktober;Sifo;22,7;8,4;7,2;3,9;42,8;4,3;6,2;3,5;1;42,2;53,3;-11,1;13,4;14 okt;1 - 11 okt;1 905;;;;
2007;Oktober;Demoskop;26,2;9,6;4,9;3,2;40,6;5,1;6,3;3;1,1;43,9;52,0;-8,1;10,5;8 okt;27 sept - 4 okt;1 010;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;September;Novus;21,6;8,0;5,8;4,0;41,4;6,6;6,7;3,3;2,6;39,4;54,7;-15,3;10,6;;10-23 sept;2 000;;;;
2007;September;Synovate;23,8;6,8;5,7;3,9;44,6;5,8;5,6;2,3;1,5;40,2;56,0;-15,8;16,1;28 sept;12 - 26 sept;2 209;;;;
2007;September;Sifo;23,0;7,8;6,3;4,8;42,7;4,7;5,9;3,5;1,2;41,9;53,3;-11,4;14,0;16 sept;3-13 sept;1 887;;;;
2007;September;Skop;24,8;7,7;7,3;6,2;38,3;5,9;6,4;3,0;0,4;46,0;50,6;-4,6;11,0;12 sept;19 aug - 6 sept;1 208;;;;
2007;September;Demoskop;25,8;7,6;5,6;3,5;41,3;4,5;7,5;;4,3;42,5;53,3;-10,8;10,3;7 sept;30 aug - 5 sept;1 003;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;Augusti;Novus;23,9;6,9;6,2;3,4;40,4;6,8;6,7;3,5;2,1;40,4;53,9;-13,5;11,6;;13 - 26 aug;2 000;;;;
2007;Augusti;Temo;25,3;6,2;5,9;4,9;41,6;5,6;6,1;3,3;1;42,3;53,3;-11,0;17,6;31 aug;20 - 20 aug;1 751;;;;
2007;Augusti;Sifo;24,8;6,7;7,1;5,3;39,7;5,4;6,6;3,7;0,7;43,9;51,7;-7,8;14,5;19 aug;6 -16 aug;1 924;;;;
2007;Augusti;Demoskop;27,0;5,2;5,6;3,5;44,0;6,1;5,9;;2,7;41,3;56,0;-14,7;11,8;13 aug;31 juli - 6 aug;1 003;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;Juli;Demoskop;29,2;6,4;5,5;3,4;42,0;5,0;5,8;;2,7;44,5;52,8;-8,3;12,3;6 juli;28 juni - 3 juli;1 005;;;;
;;;;;;;;;;;;;;;;;;;;;;
2007;Juni;Novus;25,1;5,9;5,8;3,6;42,5;6,3;5,2;2,8;2,8;40,4;54,0;-13,6;11,1;;11-24 juni;2 000;;;;
